,id,title,tags
12018,636570.0,Nights of Azure 2: Bride of the New Moon / よるのないくに２ ～新月の花嫁～,"['RPG', 'Anime', 'Sexual Content', 'Female Protagonist', 'JRPG', 'Nudity', 'Hack and Slash']"
12019,730220.0,Trivia Vault: Video Game Trivia Deluxe,"['Casual', 'Simulation', 'Action', 'Strategy']"
12020,696350.0,"Nights of Azure 2: Bonus Costume, Blue High School Uniform",['RPG']
12021,646330.0,Darkness and Flame: Missing Memories,"['Adventure', 'Casual', 'Hidden Object']"
12022,728870.0,Viaerium,['Indie']
12023,716580.0,The Escapists 2 - Wicked Ward,"['Strategy', 'Indie', 'Simulation']"
12024,702600.0,Indygo,"['Adventure', 'Indie', 'Great Soundtrack', 'Story Rich', 'Visual Novel', 'Point & Click']"
12026,712430.0,Vibrant,"['Action', 'Indie', 'Casual', 'Arcade', '2D', 'Physics', 'Minimalist', 'Fast-Paced', 'Short', 'Difficult']"
12027,658670.0,Unit 4: Clash of Agents,"['Action', 'Indie']"
12028,618070.0,Jet Buster,"['Indie', 'Action', ""Shoot 'Em Up""]"
12029,726330.0,Ocean's Crabellum,"['Action', 'Indie']"
12030,709150.0,EVERSPACE™ - Encounters,"['Action', 'Indie', 'Space']"
12031,617230.0,Trapped Within,"['Casual', 'Indie', 'Horror']"
12033,728150.0,Virtual Race Car Engineer 2018,['Racing']
12034,691441.0,White Noise 2 - Lilith,"['Strategy', 'Adventure', 'Indie']"
12035,671650.0,Mad Age &amp; This Guy,"['Indie', 'Action', 'Casual', 'Pixel Graphics']"
12036,731390.0,Trove - Gourdzilla Pack,"['Action', 'Adventure', 'RPG', 'Massively Multiplayer', 'Casual', 'Free to Play']"
12037,729690.0,Wanderlust OST - Soundtrack,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Casual']"
12038,725960.0,Ballistic Mini Golf,"['Early Access', 'Indie', 'Sports', 'Simulation', 'Casual', 'Mini Golf', 'Golf', 'Local Multiplayer', 'Controller', 'Multiplayer', 'Family Friendly', 'Funny', 'Competitive', 'Singleplayer', 'Great Soundtrack', 'Difficult', 'Physics', 'Sci-fi', 'Futuristic', 'Puzzle']"
12039,663820.0,Shadows of Adam - Guild of the Artificers,"['RPG', 'Indie']"
12040,637762.0,Rocksmith® 2014 Edition – Remastered – DragonForce - “Through the Fire and Flames”,"['Casual', 'Simulation']"
12041,637761.0,Rocksmith® 2014 Edition – Remastered – Variety Song Pack XII,"['Casual', 'Simulation']"
12042,637763.0,Rocksmith® 2014 Edition – Remastered – Elton John - “Saturday Night’s Alright (For Fighting)”,"['Casual', 'Simulation']"
12043,637764.0,Rocksmith® 2014 Edition – Remastered – Colin Hay of Men at Work - “Down Under 2012”,"['Casual', 'Simulation']"
12044,637765.0,Rocksmith® 2014 Edition – Remastered – Rusted Root - “Send Me On My Way”,"['Casual', 'Simulation']"
12045,676830.0,Xenomarine,"['Early Access', 'Indie', 'Adventure', 'RPG', 'Strategy', 'Rogue-like']"
12046,513520.0,Galactic Civilizations III - Mech Parts Kit DLC,"['Strategy', 'Indie', 'Simulation']"
12047,736800.0,Battlevoid: Sector Siege OST,['Strategy']
12048,727020.0,Arcade Moonlander,"['Indie', 'Retro', 'Pixel Graphics', 'Arcade', 'Sci-fi']"
12049,597860.0,Nightmare Boy,"['Indie', 'Adventure', 'Action', '2D', 'Metroidvania', 'Platformer', 'Retro', 'Dark Fantasy', 'Side Scroller', 'Hand-drawn', 'Great Soundtrack', 'Colorful']"
12050,716630.0,Battlevoid: Sector Siege,"['Strategy', 'Space', 'RTS', 'Indie']"
12051,719300.0,Daemonsgate,"['Action', 'Adventure', 'RPG']"
12052,699290.0,AER Memories of Old Soundtrack,"['Adventure', 'Indie', 'Casual']"
12053,732190.0,Strangers of Power - Trancevania,"['Indie', 'RPG', 'Female Protagonist', 'Fantasy', 'Singleplayer', 'Anime']"
12054,719290.0,Prophecy I - The Viking Child,"['Action', 'Adventure']"
12055,438460.0,ARENA 3D,"['Indie', 'Casual', 'Action', 'Multiplayer', 'Arcade', 'Music', 'Online Co-Op']"
12056,719310.0,King's Table - The Legend of Ragnarok,"['Strategy', 'Simulation']"
12058,727650.0,Hentai - Jail DLC,"['Action', 'Adventure', 'Casual', 'Indie']"
12059,685420.0,Grace of Zordan,"['Early Access', 'Free to Play', 'Indie', 'Strategy', 'Trading Card Game', 'Card Game', 'Multiplayer', 'Turn-Based Tactics', 'Difficult', 'PvP', 'Competitive', 'Chess', 'Fantasy', 'Turn-Based', 'Tactical', 'Turn-Based Strategy']"
12060,737120.0,Where Are My Friends? - Soundtrack,"['Adventure', 'Indie']"
12061,709450.0,Towards The Pantheon: Escaping Eternity,"['Free to Play', 'Adventure', 'Indie', 'RPG', 'Casual', 'Horror']"
12062,655630.0,Paddle Battle,"['Indie', 'Action', 'Sports', 'Local Multiplayer', 'Controller', '4 Player Local']"
12063,741200.0,Fantasy Grounds - Feats of Legend - Limit Break: 21 Feats of Martial Finality! (PFRPG),"['Strategy', 'RPG', 'Indie']"
12064,726390.0,Scream Collector,"['Free to Play', 'Casual', 'Clicker']"
12067,621923.0,Train Simulator: Southern Pacific SD45T-2 Loco Add-On,['Simulation']
12068,616850.0,RUNNING WITH RIFLES: PACIFIC,"['Action', 'Indie']"
12069,671840.0,"Eat, Sleep, Bet, Repeat","['Casual', 'Strategy', 'RPG', 'Sports', 'Racing', 'Indie', 'Adventure', 'Simulation']"
12070,653080.0,Inflatality,"['Casual', 'Action', 'Indie', 'Fighting']"
12072,617810.0,Total War: WARHAMMER II - Mortal Empires,"['Strategy', 'Action', 'Fantasy', 'RTS']"
12073,335430.0,Grimoire: Manastorm,"['Action', 'Indie', 'Shooter', 'Free to Play', 'Multiplayer', 'Magic', 'FPS', 'Medieval', 'Fast-Paced', 'Third-Person Shooter']"
12074,727390.0,Soldier of Failure,"['Action', 'Simulation', 'Indie', 'Casual']"
12075,735930.0,Fox Spirit Matchmaker,"['Episodic', 'Anime']"
12076,630912.0,Flight Sim World: Moving Map Add-On,['Simulation']
12077,704380.0,Achievement Hunter: Urban 2,"['Action', 'Adventure', 'Indie', 'Casual']"
12078,630914.0,Flight Sim World: View &amp; Slew Add-On,['Simulation']
12079,683520.0,Love Tyrant,"['Episodic', 'Anime']"
12080,735860.0,A Centaur's Life,"['Episodic', 'Anime']"
12081,734930.0,Clean Freak! Aoyama kun,['Episodic']
12082,683020.0,Tsukigakirei,"['Episodic', 'Anime', 'Romance']"
12083,717400.0,Power of The Void,"['Indie', 'Adventure', 'Difficult', 'Platformer', 'Puzzle', 'Cute', 'Character Customization', 'Bullet Time', 'Time Manipulation', 'Fast-Paced']"
12084,720960.0,LEGO® Worlds: Monster Pack,['Adventure']
12085,675390.0,Castle of Shikigami 式神の城 - Evolution,['Action']
12086,653410.0,Seiren,['Episodic']
12087,626440.0,The Morose Mononokean,['Episodic']
12088,719000.0,Strata Spaces VR – Professional Edition Upgrade,"['Design & Illustration', 'Animation & Modeling']"
12089,740630.0,Box Maze 2 - Halloween Skins Pack,"['Strategy', 'Action', 'Adventure', 'Indie', 'Casual']"
12090,686800.0,Tales of Escape - Illusion (Desktop),"['Adventure', 'Indie', 'Casual']"
12092,741760.0,Tales of Escape - Illusion (VR),"['Adventure', 'Free to Play', 'Indie', 'Casual']"
12093,741170.0,Fantasy Grounds - N.E.W. (WOiN),"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Software', 'Utilities', 'Online Co-Op', 'Party-Based RPG', 'Story Rich', 'Sandbox', 'Sci-fi', 'Futuristic']"
12094,729180.0,Turtle: Voidrunner,"['Action', 'Indie', 'Casual']"
12095,743810.0,In Game Adventure: — Original Soundtracks,"['Action', 'Indie', 'Casual']"
12096,683850.0,Assassin's Creed® Origins - Deluxe Pack,"['RPG', 'Action', 'Adventure']"
12097,660080.0,Assassin's Creed® Origins - Season Pass,"['Adventure', 'RPG', 'Action']"
12098,729620.0,Malzbie's Pinball Collection - The Garden Table,"['Indie', 'Casual', 'Simulation', 'Sports']"
12099,729600.0,Malzbie's Pinball Collection - Carnival Table,"['Indie', 'Casual', 'Simulation', 'Sports']"
12100,671540.0,Pizza Hunt! How to hunt pizza (And Not Die Doing It),"['Indie', 'Platformer', 'Difficult']"
12101,592475.0,FourChords Guitar Karaoke - Years &amp; Years,"['Indie', 'Casual', 'Simulation']"
12102,713430.0,Secrets of Magic 2: Witches and Wizards,"['Indie', 'Casual', 'Match 3']"
12103,689390.0,Pizza Hunt! How to hunt pizza (And Not Die Doing It) - Soundtrack,['Indie']
12104,732110.0,OneScreen Wagons,"['Massively Multiplayer', 'Indie']"
12105,740650.0,Natural Selection 2 - Forge Pack,"['Indie', 'Strategy', 'Action']"
12106,740660.0,Natural Selection 2 - Nocturne Pack,"['Strategy', 'Action', 'Indie']"
12107,716920.0,The Ultimate Trivia Challenge,['Casual']
12109,520873.0,Art of Cyan - Digital Art Book,"['Adventure', 'Indie', 'Casual']"
12110,712660.0,YBit,"['Early Access', 'Indie', 'Adventure']"
12112,550370.0,The Last Sin,"['RPG', 'Indie', 'Adventure']"
12113,721970.0,Food Hunter,"['Indie', 'Casual', 'Racing']"
12114,726720.0,Marble Run,"['Indie', 'Sandbox']"
12116,682510.0,In the name of sin,"['Casual', 'Adventure', 'Simulation', 'Indie', 'RPG', 'Strategy']"
12117,733980.0,Lost jumping frog,['Indie']
12118,735110.0,Defenders of Tetsoidea RPG,"['RPG', 'Indie', 'Violent', 'RPGMaker', 'JRPG', 'Funny', 'Fantasy', 'Cyberpunk', 'Dark Fantasy']"
12119,650231.0,Lost Dimension: Additional Map/Quest Bundle,"['Strategy', 'RPG']"
12120,650233.0,Lost Dimension: Extra EN Bundle,"['Strategy', 'RPG']"
12121,650235.0,Lost Dimension: Mind Limiter Bundle,"['Strategy', 'RPG']"
12122,650234.0,Lost Dimension: Extra Gift-EXP Bundle,"['Strategy', 'RPG']"
12123,650232.0,Lost Dimension: Extra EXP Bundle,"['Strategy', 'RPG']"
12124,650236.0,Lost Dimension: Boost Bonus Set,"['Strategy', 'RPG']"
12125,650237.0,Lost Dimension: Icon of Trust Bundle,"['Strategy', 'RPG']"
12126,727300.0,Epic PVP Castles,"['Casual', 'Indie', 'Strategy', 'Adventure']"
12127,650238.0,Lost Dimension: VP Bundle,"['Strategy', 'RPG']"
12128,650239.0,Lost Dimension: Tranquilizer Bundle,"['Strategy', 'RPG']"
12129,727510.0,Void Memory,"['Indie', 'Action', 'Adventure', 'RPG', 'Difficult']"
12130,720730.0,Without Escape,"['Adventure', 'Indie', 'Point & Click', 'Horror']"
12131,732870.0,Goro 2,"['Action', 'Indie', 'Casual']"
12132,717260.0,"SUPER ARMY OF TENTACLES 3, XPACK II.V: Apocalypse Bunny Saves Christmas","['RPG', 'Indie', 'Adventure']"
12133,736510.0,Gold key,['Indie']
12134,393220.0,Super Man Or Monster,"['Action', 'Adventure', 'Indie']"
12135,733250.0,Mover,"['Action', 'Indie', 'Casual', 'Retro', 'Arcade', 'Difficult', 'Fast-Paced']"
12136,727140.0,Love all you have left,"['Indie', 'Casual', 'Visual Novel']"
12137,643688.0,FSX: Steam Edition - Cessna® C185F Skywagon Add-On,['Simulation']
12138,716440.0,Tree of Savior - Master Blacksmith Pack,"['RPG', 'Free to Play', 'Massively Multiplayer']"
12139,643680.0,FSX Steam Edition: Night Environment: Sweden Add-On,['Simulation']
12140,719120.0,O'Fox Life,"['Indie', 'Platformer']"
12141,722900.0,Defense Clicker - Supporter Pack,"['Strategy', 'Casual']"
12142,730570.0,Defense Clicker - Supporter Pack 2,"['Strategy', 'Casual']"
12143,707590.0,Defense Clicker,"['Early Access', 'Strategy', 'Casual', 'Tower Defense', 'Clicker']"
12144,637770.0,Rocksmith® 2014 Edition – Remastered – Amon Amarth - “Twilight of the Thunder God”,"['Casual', 'Simulation']"
12145,637771.0,Rocksmith® 2014 Edition – Remastered – Amon Amarth - “War of the Gods”,"['Casual', 'Simulation']"
12146,725000.0,Lines Halloween by Nestor Yavorskyy,"['Indie', 'Casual', 'Strategy', 'Atmospheric', 'Puzzle', 'Stylized', 'Singleplayer', 'Minimalist', 'Relaxing', 'Abstract']"
12147,732770.0,Knight Terrors,"['Action', 'Indie']"
12148,619620.0,Cellz,"['Early Access', 'Action', 'Indie', 'Casual']"
12150,676630.0,Attentat 1942,"['Adventure', 'World War II', 'Story Rich', 'Atmospheric', 'Realistic', 'Dark', 'Drama', 'Education', 'Historical', 'Multiple Endings', 'Hidden Object']"
12151,656280.0,Fractus,"['Indie', 'Action', 'Abstract', 'Procedural Generation', 'Arcade', ""Shoot 'Em Up"", 'Twin Stick Shooter']"
12153,417020.0,REalM: Walk of Soul,"['Indie', 'Adventure', 'Horror', 'Surreal', 'Puzzle', '2D']"
12155,718200.0,Forever Home,"['Indie', 'Adventure', 'RPG', 'Funny', 'JRPG', 'RPGMaker']"
12156,716090.0,Cottage Garden,"['Casual', 'Strategy', 'Board Game']"
12157,716380.0,The Chemist,"['Early Access', 'Indie', 'Casual', 'Simulation']"
12159,731910.0,JumpSky,"['Free to Play', 'Casual']"
12160,744390.0,"Yago, the Coquerrestrial","['Adventure', 'Indie']"
12161,731930.0,Talk to Aya,"['Casual', 'Simulation', 'Anime', 'Visual Novel']"
12162,732680.0,Gems,"['Indie', 'Casual']"
12163,710960.0,Enceladus,"['Indie', 'Action', 'Pixel Graphics', ""Shoot 'Em Up"", 'Arcade', 'Shooter']"
12164,730280.0,Protect your planet,"['Simulation', 'Indie', 'Casual']"
12167,723820.0,BANANO BROS.,"['Indie', 'Casual']"
12168,717170.0,Mulletman and the Molemen,"['Action', 'Indie', 'Pixel Graphics', 'Platformer', 'Puzzle-Platformer', 'Puzzle', 'Difficult']"
12169,641780.0,The Drone Racing League Simulator,"['Simulation', 'Racing', 'Action', 'Sports', 'Free to Play', 'Multiplayer']"
12170,732670.0,Dyana Moto,"['Casual', 'Action', 'Indie']"
12171,673550.0,Legendary Arcane,"['Action', 'Indie', 'Casual']"
12172,614230.0,Rhythm Rush Demo,"['Indie', 'Action']"
12173,728920.0,Tarot Readings Premium,"['Utilities', 'Education']"
12174,722580.0,Dreadnought Sol,"['Action', 'Indie', 'Casual', 'Adventure', 'RPG', 'Rogue-like', 'Procedural Generation', 'Replay Value', 'Space', 'Relaxing', 'Visual Novel']"
12175,296790.0,ThunderWheels,"['Early Access', 'Racing', 'Sports', 'Indie', 'Casual', '4 Player Local', 'Top-Down', 'Family Friendly', 'Local Multiplayer', 'Local Co-Op', 'Funny', 'Colorful', 'Difficult', 'Arcade', 'Singleplayer', 'Great Soundtrack', '1980s', 'Physics', 'Stylized', 'Character Customization']"
12179,725980.0,Path Out,"['Free to Play', 'Pixel Graphics', 'Adventure']"
12180,658570.0,FURIDASHI: Drift Cyber Sport,"['Sports', 'Simulation', 'Racing']"
12181,326360.0,Warspear Online,"['Free to Play', 'RPG', 'Pixel Graphics', 'Massively Multiplayer', 'MMORPG', 'Difficult', 'Retro', 'Atmospheric', 'Online Co-Op', 'Multiplayer', 'PvP', 'Fantasy']"
12182,720630.0,Space Leprechaun,"['Indie', 'Action', '2D', 'Bullet Hell', 'Adventure', 'Singleplayer', 'Story Rich', 'Great Soundtrack', 'Space', 'RPG', 'Action-Adventure', 'Space Sim']"
12183,649900.0,Mini Guns,"['Early Access', 'Free to Play', 'Strategy', 'Action', 'Multiplayer']"
12184,724900.0,Hallowed Encounter,"['Indie', 'Action', 'Adventure']"
12185,726630.0,Mare Nostrvm,"['Strategy', 'Wargame', 'Rome', 'Indie', 'Turn-Based Strategy']"
12186,683100.0,Call of Duty®: WWII - Season Pass,"['Violent', 'Action', 'Gore']"
12187,476600.0,Call of Duty®: WWII,"['World War II', 'FPS', 'Action', 'Multiplayer', 'War', 'Zombies', 'Shooter', 'First-Person', 'Singleplayer', 'Co-op', 'Violent', 'Gore', 'Historical', 'Story Rich', 'Female Protagonist', 'Psychological Horror', 'Horror', 'Massively Multiplayer', 'Open World', 'Heist']"
12188,723760.0,Steamburg,"['Adventure', 'Indie', 'Puzzle', 'Isometric', 'Steampunk', 'Point & Click']"
12189,729460.0,Distant Space 2,"['Action', 'Adventure', 'Indie', 'Casual']"
12190,725040.0,Ebony Spire: Heresy,"['RPG', 'Indie', 'Rogue-like', 'Dungeon Crawler', 'First-Person', 'Procedural Generation', 'Replay Value', 'Turn-Based Combat', 'Rogue-lite']"
12191,687540.0,Tasty Planet,"['Action', 'Adventure', 'Indie', 'Casual']"
12192,718960.0,The Flesh God,"['Action', 'Indie', 'Platformer']"
12194,718500.0,Derpy Dinos,"['Free to Play', 'Casual', 'Action', 'Indie', 'Dinosaurs']"
12196,711870.0,Degauss,"['Action', 'Indie', 'Casual']"
12197,738430.0,Save the Lamb,"['Indie', 'Casual', 'Adventure', 'Simulation']"
12198,738260.0,Survivor of Eschewal,"['Indie', 'Action', 'Adventure']"
12199,706310.0,CaveDuel,"['Indie', 'Strategy', 'Action']"
12200,673870.0,Math Combat Challenge,"['Action', 'Simulation', 'Indie']"
12201,729650.0,More Than Just Chess,"['Casual', 'Strategy', 'Indie', 'Sports']"
12203,736550.0,"Morgan lives in a Rocket House in VR - ""Tip Jar"" Costume Pack","['Indie', 'Casual', 'Free to Play']"
12204,601130.0,Spark,"['Action', 'Casual', 'Indie', 'Arcade', ""Shoot 'Em Up"", 'Side Scroller', 'Bullet Hell']"
12205,741780.0,The King's Heroes - Official Guide,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual', 'Simulation']"
12206,718080.0,Artifact Quest 2,"['Indie', 'Casual']"
12207,610310.0,Star Story: The Horizon Escape,"['RPG', 'Casual', 'Indie', 'Adventure', '2D', 'Text-Based', 'Nonlinear', 'Lore-Rich', 'Point & Click', 'Western', 'Experience', 'Choices Matter', 'Hand-drawn', 'Visual Novel', 'Comic Book']"
12208,732550.0,Woody Blox,"['Indie', 'Casual']"
12209,705410.0,World War Party: Game Of Trump,"['Action', 'Violent', 'Strategy', 'Gore', 'Sports', 'Indie']"
12210,710830.0,AppGameKit - Shader Pack,"['Utilities', 'Education', 'Animation & Modeling', 'Design & Illustration', 'Web Publishing', 'Software Training', 'Game Development', 'Software']"
12211,732800.0,Turtle Quest,"['Action', 'Adventure', 'Indie', 'Casual', 'Simulation']"
12212,739160.0,Bouncy Bob - Soundtrack,"['Action', 'Indie', 'Casual']"
12213,729950.0,Witch Hunters: Full Moon Ceremony Collector's Edition,"['Adventure', 'Casual', 'Hidden Object']"
12214,735650.0,One More Night: BiO Clinic,"['Indie', 'Strategy']"
12215,740570.0,illie,"['Indie', 'Casual', 'Puzzle']"
12216,726260.0,Bit Bullet,"['Action', 'Indie', 'Top-Down', 'Top-Down Shooter']"
12217,748280.0,Klondike Solitaire Kings - Money Cat,"['Sports', 'Strategy', 'Adventure', 'RPG', 'Indie', 'Casual', 'Simulation']"
12218,717280.0,Critters - Cute Cubs in a Cruel World,"['Early Access', 'Indie']"
12219,741283.0,Oda (Character for Occult preRaise),"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']"
12220,741284.0,Kiona (Character for Occult preRaise),"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']"
12221,741311.0,Kabot (Character for Occult preRaise),"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']"
12222,741310.0,Birch (Character for Occult preRaise),"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']"
12223,741312.0,Zorad (Character for Occult preRaise),"['Adventure', 'RPG', 'Indie', 'Casual', 'Strategy']"
12224,741314.0,Spencer (Character for Occult preRaise),"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']"
12225,546220.0,Red Comrades 3: Return of Alaska. Reloaded,"['Adventure', 'Funny', 'Puzzle', 'Dark Humor', 'Classic', 'Remake', 'Comedy', 'Hidden Object', 'Hand-drawn', 'Cartoony', 'Singleplayer', 'Atmospheric', 'Time Travel', 'Great Soundtrack', 'Story Rich', 'Cult Classic', '2D', 'Retro', 'Indie', 'Third Person']"
12226,729630.0,Command LIVE - Black Gold Blitz,"['Strategy', 'Simulation']"
12227,715780.0,Chopper: Attack helicopters - Rencounter,"['Action', 'Indie', 'Casual', 'Simulation']"
12228,715850.0,Episode Shadow DLC,"['Action', 'Adventure']"
12229,715900.0,Shadow Costume DLC,"['Action', 'Adventure']"
12230,715870.0,SEGA Pack DLC,"['Action', 'Adventure']"
12231,657070.0,Dream Hills: Captured Magic,"['Adventure', 'Casual', 'Indie', 'Hidden Object', 'Point & Click', 'Puzzle', 'Singleplayer', 'Mouse only', 'Mystery', 'Relaxing', 'Atmospheric', 'Magic', 'Funny']"
12232,637100.0,Sonic Forces,"['Great Soundtrack', 'Adventure', 'Character Customization', 'Action', '3D Platformer', 'Fast-Paced', 'Platformer', 'Singleplayer', 'Colorful', 'Story Rich', '2D', '2.5D', 'Memes', 'Funny', 'Family Friendly', 'Action-Adventure', 'Anime', 'Psychological Horror', 'Multiplayer', 'Sexual Content']"
12233,498740.0,Way of Redemption,"['Action', 'Indie', 'Sports', 'Multiplayer', '4 Player Local', 'Local Multiplayer', 'Local Co-Op']"
12234,733940.0,Cutie Paws,"['Indie', 'Casual', 'Adventure', 'Match 3', 'Puzzle', '2D', 'Great Soundtrack', 'Funny', 'Atmospheric', 'Strategy']"
12235,709174.0,Tom Clancy's Rainbow Six® Siege - Capitao Detainee Set,['Action']
12236,662352.0,Assassin's Creed® Origins - Roman Centurion Pack,"['Action', 'Adventure', 'RPG']"
12237,650410.0,Wolfenstein II: The Freedom Chronicles - Season Pass,"['Gore', 'Action', 'Violent']"
12238,698226.0,Senko no Ronde 2 - Rounder Virtual On,['Action']
12239,698225.0,Senko no Ronde 2 - Rounder Valken,['Action']
12241,735360.0,Driver Booster 5 for Steam,['Utilities']
12244,687420.0,Lone Vessel,"['Action', 'Adventure', 'Indie']"
12245,749190.0,Forever Home Soundtrack,"['Adventure', 'RPG', 'Indie']"
12246,748680.0,Hand of Fate 2 Soundtrack,"['Action', 'RPG', 'Indie']"
12249,673260.0,Starblast,"['Action', 'Indie', 'Casual', 'Massively Multiplayer', 'Space']"
12250,712390.0,Team Four Star RPG,"['Free to Play', 'Indie', 'Sexual Content', 'RPG', 'RPGMaker']"
12251,736450.0,"Microcosmum: survival of cells - Campaign ""Aliens""","['Strategy', 'Action', 'RPG', 'Indie', 'Casual', 'Simulation']"
12252,504370.0,Battlerite,"['PvP', 'Multiplayer', 'Competitive', 'MOBA', 'Action', 'Arena Shooter', 'Fast-Paced', 'Fighting', 'Team-Based', 'Top-Down', 'Free to Play', 'Strategy', 'e-sports', 'Great Soundtrack', 'Difficult', 'Hack and Slash', 'RPG', 'Top-Down Shooter', 'Atmospheric', ""Beat 'em up""]"
12253,718410.0,AWS Argentina Wingshooting Simulator,"['Action', 'Simulation', 'Sports']"
12254,746730.0,Battlerite - All Champions Pack,"['Free to Play', 'Action', 'MOBA']"
12255,744740.0,"Little Busters! - Theme Song Single ""Little Busters!""","['Adventure', 'Casual', 'Simulation']"
12256,746731.0,Battlerite Soundtrack,['Action']
12257,709290.0,Rage Quest,"['Strategy', 'Adventure', 'Indie', 'RPG']"
12258,729980.0,Happy Neighbors,"['Indie', 'Casual']"
12260,739350.0,Zombie Pop,"['Indie', 'Casual']"
12261,751701.0,Donation Medium,"['Casual', 'Simulation']"
12262,743660.0,Boot Hill Blaster,"['Action', 'Indie', 'Arcade', 'Retro', 'Western']"
12263,744150.0,The Official AppGameKit Tutorial Guide Vol 2,"['Animation & Modeling', 'Web Publishing', 'Design & Illustration', 'Utilities', 'Education', 'Software Training', 'Game Development', 'Games Workshop', 'GameMaker', 'Software', 'RPGMaker', 'VR', 'FPS', 'Top-Down Shooter', 'Video Production']"
12265,673500.0,Syberia 3 - An Automaton with a plan,['Adventure']
12266,716660.0,"Warhammer 40,000: Sanctus Reach - Sons of Cadia",['Strategy']
12268,741720.0,Sector 177,"['Action', 'Indie', 'Tower Defense']"
12269,703461.0,RPG Maker MV - Wonderland Music Pack,"['Design & Illustration', 'Utilities', 'Web Publishing']"
12270,750300.0,Low Desert Punk Original Soundtrack,"['Action', 'Indie', 'Casual', 'Racing']"
12271,703471.0,RPG Maker VX Ace - Wonderland Music Pack,"['Design & Illustration', 'Web Publishing']"
12272,703460.0,RPG Maker MV - Cinematic Drums,"['Design & Illustration', 'Web Publishing']"
12273,703470.0,RPG Maker VX Ace - Cinematic Drums,"['Design & Illustration', 'Web Publishing']"
12274,750980.0,Fantasy Grounds - Ddraig Goch's Samhain Undead Pack 2 (Token Pack),"['Strategy', 'RPG', 'Indie']"
12275,711742.0,Football Manager Touch 2018 - Son Generated,"['Simulation', 'Sports']"
12276,711730.0,Football Manager 2018 - In-Game Editor,"['Simulation', 'Sports']"
12277,711744.0,Football Manager Touch 2018 - Starting from the Bottom Challenge,"['Simulation', 'Sports']"
12278,737470.0,MC Lars 2: Brotherhood,"['Action', 'Indie']"
12279,726820.0,Inner Mazes - Souls Guides,"['Early Access', 'Adventure', 'Indie']"
12280,749590.0,ШП TORRENT + ШП 9.5,"['Indie', 'Simulation']"
12281,711743.0,Football Manager Touch 2018 - Unlimited Scouting,"['Simulation', 'Sports']"
12282,734400.0,Tricolour Lovestory OST,"['Casual', 'Indie', 'Adventure', 'Nudity']"
12283,750280.0,Captain vs Sky Pirates - Evil Village,"['Strategy', 'Action', 'Adventure', 'Indie']"
12284,651560.0,Clash of Robots,"['Action', 'Massively Multiplayer', 'Strategy', 'RPG', 'Fighting']"
12285,720130.0,Fantasy Grounds - D&amp;D Xanathar's Guide to Everything,"['Strategy', 'Indie', 'RPG', 'Sandbox', 'Party-Based RPG', 'Utilities', 'Online Co-Op', 'Software', 'Fantasy', 'Turn-Based']"
12286,610500.0,Willy-Nilly Knight,"['RPG', 'Adventure', 'Indie', 'Fantasy', 'Tactical RPG', 'Atmospheric', 'Turn-Based', 'Comedy', 'Turn-Based Combat', 'Party-Based RPG', 'Singleplayer', 'Turn-Based Tactics', 'Isometric']"
12287,639940.0,Willy-Nilly Knight - Collector's Expansion Pack,"['Adventure', 'RPG', 'Indie']"
12288,713760.0,Turf Wars,"['Action', 'Indie', '4 Player Local']"
12290,680990.0,Sword Bros,"['Action', 'Indie', 'Swordplay', '4 Player Local', 'Local Multiplayer', 'Controller', 'Multiplayer', '2D', 'Physics', 'Funny', 'Platformer', 'Violent', 'Great Soundtrack', '2D Fighter', 'Fighting']"
12292,737530.0,I'm Lost,"['Indie', 'Adventure']"
12293,732070.0,Lost in the tomb,"['Strategy', 'Adventure', 'Indie', 'Casual']"
12294,633660.0,Onimod Land,"['Strategy', 'RTS']"
12295,747520.0,S2ENGINE HD - Building Generator,"['Animation & Modeling', 'Design & Illustration', 'Utilities', 'Education', 'Software Training', 'Game Development']"
12297,667420.0,Redium,"['Action', 'Indie', 'Adventure', 'Gore']"
12299,699460.0,SPACE ASTEROID SHOOTER 🌀 RETRO ACHIEVEMENT ODYSSEY,"['Action', 'Indie', 'Casual', 'Great Soundtrack', 'Bullet Hell', 'Arcade', 'Pixel Graphics', 'Space', 'Sci-fi', '2D', 'Cartoony', 'Difficult', 'Singleplayer', 'Cartoon', 'Replay Value', 'Physics', 'Top-Down Shooter', 'Destruction', 'Fast-Paced', 'Colorful']"
12300,680550.0,Zombie Waiting,"['Indie', 'Action', 'Adventure', 'Zombies']"
12301,708250.0,Lava Rolling Kid,"['Adventure', 'Indie', 'Casual']"
12302,728440.0,Next,"['Casual', 'Indie', 'Puzzle', '2D', 'Relaxing', 'Minimalist', 'Physics', 'Difficult', 'Fast-Paced', 'Abstract', 'Singleplayer', 'Short', 'Atmospheric']"
